;name;album;artist;release_date;length;popularity;danceability;acousticness;danceability;energy;instrumentalness;liveness;loudness;speechiness;tempo;time_signature;mode;valence;key
4440;Have Some Love;"""Awaken, My Love!""";Childish Gambino;2016-12-02;224253;0;0.783;0.0158;0.783;0.803;0.016;0.681;-6.266;0.0805;148.227;4;0;0.945;4
4441;I Miss You;I Miss You;Grey;2017-01-13;192320;38;0.697;0.368;0.697;0.767;0.0;0.119;-5.229;0.0949;102.034;4;1;0.679;4
4442;Hold Me Down;Hold Me Down;Halsey;2015-06-02;204785;0;0.673;0.239;0.673;0.729;0.0;0.114;-4.538;0.0709;145.901;4;0;0.574;1
4443;G.O.M.D.;2014 Forest Hills Drive;J. Cole;2014-12-09;301133;74;0.89;0.331;0.89;0.393;8.81e-06;0.283;-10.821;0.267;128.084;4;0;0.304;4
4444;On My Way;On My Way;Tiësto;2017-01-13;183710;0;0.629;0.00981;0.629;0.764;0.0;0.221;-4.023;0.036;123.972;4;1;0.577;7
4445;Bad Guy;The Marshall Mathers LP2;Eminem;2013-11-05;434077;0;0.586;0.065;0.586;0.795;0.0;0.252;-3.618;0.439;79.911;4;0;0.335;10
4446;Pussy Print (feat. Kanye West);Everybody Looking;Gucci Mane;2016-07-22;215373;49;0.921;0.212;0.921;0.373;0.0;0.105;-11.513;0.328;125.981;4;1;0.179;6
4447;Guld och gröna skogar;Guld och gröna skogar;Hasse Andersson;2015-03-06;183946;54;0.609;0.0312;0.609;0.785;0.0;0.149;-4.312;0.0245;103.833;4;1;0.657;9
4448;In Common;In Common;Alicia Keys;2016-05-04;209050;53;0.647;0.0182;0.647;0.679;0.0;0.0413;-7.092;0.0826;120.138;4;1;0.302;8
4449;dRuNk;Mind Of Mine (Deluxe Edition);ZAYN;2016-03-25;205786;58;0.643;0.509;0.643;0.597;9.9e-06;0.107;-8.451;0.12;119.827;4;1;0.375;8
4450;Fire Squad;2014 Forest Hills Drive;J. Cole;2014-12-09;288173;32;0.593;0.316;0.593;0.741;0.0;0.57;-7.241;0.42;175.712;4;1;0.596;11
4451;Brown Paper Bag;Culture;Migos;2017-01-27;211244;53;0.907;0.0477;0.907;0.489;0.0;0.115;-5.79;0.158;136.982;4;1;0.253;8
4452;Girl Almighty;FOUR (Deluxe);One Direction;2014-11-17;201853;67;0.508;0.0424;0.508;0.895;0.0;0.198;-3.745;0.0414;168.941;4;1;0.495;9
4453;I Know There's Gonna Be (Good Times);In Colour;Jamie xx;2015-06-01;213622;1;0.458;0.117;0.458;0.595;0.0;0.506;-9.912;0.217;89.571;4;0;0.502;11
4454;Fool's Gold;FOUR (Deluxe);One Direction;2014-11-17;210893;70;0.515;0.23;0.515;0.773;1.29e-06;0.0938;-4.848;0.0479;128.001;4;1;0.379;6
4455;Not Afraid Anymore;"Not Afraid Anymore [From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""]";Halsey;2017-01-13;226800;52;0.547;0.00346;0.547;0.734;4.62e-05;0.136;-6.991;0.0654;131.994;4;0;0.42;5
4456;So F**kin' Romantic;So F**kin' Romantic;Matthew Koma;2015-08-07;229735;34;0.659;0.00409;0.659;0.851;0.047;0.309;-3.019;0.0506;128.023;4;0;0.759;8
4457;Winter Wonderland;Rock Christmas;Various Artists;2014-11-28;136096;0;0.729;0.202;0.729;0.595;0.111;0.174;-10.803;0.0299;126.559;4;0;0.937;5
4458;"Salted Wound - From ""Fifty Shades Of Grey"" Soundtrack";Fifty Shades Of Grey (Original Motion Picture Soundtrack);Various Artists;2015-02-09;270826;53;0.376;0.793;0.376;0.336;0.00245;0.0854;-10.813;0.0282;81.949;4;1;0.188;0
4459;Patience;Illuminate (Deluxe);Shawn Mendes;2016-09-23;175266;0;0.535;0.1;0.535;0.567;0.0;0.111;-6.422;0.255;179.869;4;1;0.457;3
4460;"I Know You - From The ""Fifty Shades Of Grey"" Soundtrack";Fifty Shades Of Grey (Original Motion Picture Soundtrack);Various Artists;2015-02-10;298880;31;0.426;0.335;0.426;0.418;0.0;0.105;-7.585;0.0315;147.648;4;0;0.16;5
4461;Ruin;Illuminate (Deluxe);Shawn Mendes;2016-09-23;241880;0;0.685;0.399;0.685;0.383;0.0;0.122;-6.65;0.0311;125.105;3;1;0.54;2
4462;Excuse Me;AT.LONG.LAST.A$AP;A$AP Rocky;2015-05-26;238053;63;0.653;0.33;0.653;0.71;0.0;0.143;-8.444;0.0555;122.04;4;1;0.41;8
4463;Manicomio;Blanco Perla;Cosculluela;2016-10-14;228662;58;0.744;0.0213;0.744;0.754;1.33e-06;0.14;-3.829;0.24;180.039;4;1;0.841;8
4464;Drum;Drum;MØ;2016-10-07;187893;45;0.821;0.0626;0.821;0.594;9.19e-05;0.513;-6.264;0.0574;100.005;4;0;0.322;6
4465;Perm;24K Magic;Bruno Mars;2016-11-17;210053;68;0.853;0.0145;0.853;0.871;6.84e-05;0.198;-3.715;0.0851;124.021;4;1;0.863;8
4466;Straight up & Down;24K Magic;Bruno Mars;2016-11-17;198186;67;0.552;0.0209;0.552;0.733;0.0;0.0858;-6.898;0.0933;143.56;4;0;0.643;3
4467;How Much A Dollar Cost;To Pimp A Butterfly;Kendrick Lamar;2015-03-16;261746;59;0.624;0.415;0.624;0.729;0.0;0.135;-4.747;0.198;87.948;4;1;0.334;1
4468;Low Lights;The Life Of Pablo;Kanye West;2016-04-01;131773;0;0.599;0.719;0.599;0.588;0.0;0.123;-4.771;0.111;98.847;4;1;0.555;7
4469;Lips;I See You;The xx;2017-01-13;200626;3;0.523;0.494;0.523;0.591;0.511;0.0788;-8.772;0.0543;173.94;4;1;0.195;1
4470;Diamond Heart;Joanne (Deluxe);Lady Gaga;2016-10-21;210426;0;0.661;0.0696;0.661;0.648;1.09e-06;0.126;-5.385;0.0682;127.764;4;0;0.332;3
4471;Pop Style;Pop Style;Drake;2016-04-04;209453;0;0.791;0.187;0.791;0.49;1.95e-06;0.104;-9.05;0.242;133.085;4;1;0.0499;11
4472;I Dare You;I See You;The xx;2017-01-13;233280;8;0.752;0.623;0.752;0.543;0.0706;0.107;-9.483;0.0398;126.001;4;1;0.282;1
4473;"One Last Night - From The ""Fifty Shades Of Grey"" Soundtrack";Fifty Shades Of Grey (Original Motion Picture Soundtrack);Various Artists;2015-02-10;199893;32;0.45;0.224;0.45;0.604;0.0261;0.153;-7.564;0.0279;179.972;4;0;0.334;10
4474;Work Song;From Eden EP;Hozier;2014-03-09;229666;44;0.484;0.74;0.484;0.381;1.4e-06;0.111;-10.732;0.0625;118.567;4;1;0.296;10
4475;Jet Black Heart;Jet Black Heart;5 Seconds of Summer;2015-08-28;221715;0;0.512;0.000166;0.512;0.839;0.0;0.089;-4.262;0.0339;153.924;4;0;0.54;11
4476;Dancin' In Circles;Joanne (Deluxe);Lady Gaga;2016-10-21;207173;0;0.636;0.028;0.636;0.726;0.000293;0.198;-7.791;0.162;171.94;4;0;0.791;0
4477;Greek Tragedy;Greek Tragedy;The Wombats;2015-01-16;209557;0;0.515;0.00257;0.515;0.869;2.01e-06;0.21;-4.732;0.0672;93.24;4;1;0.452;11
4478;Joanne;Joanne (Deluxe);Lady Gaga;2016-10-21;196906;0;0.549;0.148;0.549;0.407;0.0;0.101;-8.481;0.0269;149.753;4;1;0.383;7
4479;For Sale? - Interlude;To Pimp A Butterfly;Kendrick Lamar;2015-03-16;291720;56;0.301;0.442;0.301;0.686;0.000115;0.121;-8.36;0.0831;79.036;3;1;0.276;2
4480;Frank's Track;The Life Of Pablo;Kanye West;2016-04-01;38333;0;0.0;0.972;0.0;0.158;0.0;0.105;-7.052;0.0;0.0;0;1;0.0;11
4481;A Tale of 2 Citiez;2014 Forest Hills Drive;J. Cole;2014-12-09;269786;69;0.559;0.553;0.559;0.556;0.0;0.251;-7.844;0.531;189.861;4;1;0.362;6
4482;Momma;To Pimp A Butterfly;Kendrick Lamar;2015-03-16;283120;0;0.615;0.254;0.615;0.743;0.0;0.665;-4.58;0.325;111.914;5;1;0.515;1
4483;fOoL fOr YoU;Mind Of Mine (Deluxe Edition);ZAYN;2016-03-25;202213;70;0.52;0.281;0.52;0.513;0.0;0.0976;-7.208;0.0256;77.903;4;1;0.17;7
4484;Dang! (feat. Anderson .Paak);Dang! (feat. Anderson .Paak);Mac Miller;2016-07-28;305350;0;0.836;0.00826;0.836;0.67;0.000355;0.0837;-6.907;0.23;107.018;4;0;0.556;5
4485;Find Me;WALLS;Kings of Leon;2016-10-14;245573;60;0.4;0.000136;0.4;0.946;0.853;0.155;-3.966;0.0634;161.591;4;0;0.611;1
4486;Winter Things;Christmas & Chill;Ariana Grande;2015-12-18;158720;46;0.639;0.93;0.639;0.219;0.0;0.227;-10.204;0.0717;74.739;4;1;0.797;0
4487;Tuscan Leather;Nothing Was The Same (Deluxe);Drake;2013-01-01;366400;0;0.597;0.115;0.597;0.679;0.0;0.231;-5.401;0.39;79.95;4;1;0.3;6
4488;Leave Me Lonely;Dangerous Woman;Ariana Grande;2016-05-20;229680;0;0.498;0.611;0.498;0.45;2.18e-05;0.344;-7.452;0.0318;90.569;3;0;0.4;8
4489;True Colors;True Colors;Zedd;2016-04-29;224866;47;0.568;0.398;0.568;0.794;3.95e-05;0.104;-3.317;0.0371;126.023;4;0;0.489;2
4490;Summer Nights;Summer Nights;Tiësto;2016-06-17;190073;0;0.689;0.229;0.689;0.791;0.000139;0.125;-5.071;0.0343;124.005;4;0;0.659;5
4491;Wilder Mind;Wilder Mind;Mumford & Sons;2015-05-04;278226;0;0.516;0.132;0.516;0.731;0.289;0.12;-8.795;0.0376;157.952;4;0;0.566;9
4492;Atlas, Rise!;Hardwired…To Self-Destruct;Metallica;2016-11-18;388624;0;0.422;3.58e-05;0.422;0.994;0.0202;0.0753;-3.363;0.0626;95.225;4;0;0.394;4
4493;You & I;Midnight Memories (Deluxe);One Direction;2013-11-25;237933;78;0.574;0.22;0.574;0.329;0.0;0.0986;-6.829;0.0274;130.993;4;1;0.356;1
4494;Sting;Sting;Eric Saade;2015-02-28;180653;0;0.549;0.00241;0.549;0.887;0.0;0.163;-1.825;0.0442;124.054;4;1;0.507;5
4495;'Tis a Pity She Was a Whore;Blackstar;David Bowie;2016-01-08;292626;44;0.5;0.00409;0.5;0.954;0.0578;0.0947;-4.514;0.115;132.04;4;1;0.466;5
4496;John Wayne;Joanne (Deluxe);Lady Gaga;2016-10-21;174306;0;0.604;0.00118;0.604;0.655;0.000353;0.343;-5.829;0.0313;96.947;4;0;0.503;11
4497;Starboy - Kygo Remix;Starboy (Kygo Remix);The Weeknd;2016-11-11;244720;0;0.751;0.209;0.751;0.623;0.0;0.168;-7.215;0.0939;93.01;4;0;0.383;9
4498;True Disaster;True Disaster;Tove Lo;2016-10-14;203081;0;0.598;0.0489;0.598;0.766;2.62e-06;0.107;-6.15;0.0476;96.969;4;1;0.321;11
4499;We The People....;We got it from Here... Thank You 4 Your service;A Tribe Called Quest;2016-11-11;172013;55;0.71;0.00909;0.71;0.805;0.0;0.141;-5.471;0.0637;92.601;4;1;0.897;1
4500;Thinkin Bout You;channel ORANGE;Frank Ocean;2012-07-10;200746;72;0.721;0.409;0.721;0.339;0.00153;0.0973;-11.195;0.0532;129.83;4;1;0.2;0
4501;Ziggy Stardust - 2012 Remastered Version;The Rise and Fall of Ziggy Stardust and the Spiders from Mars (Remastered Version);David Bowie;1972-06-06;193577;0;0.498;0.0476;0.498;0.593;3.42e-06;0.332;-11.72;0.0985;79.47;4;1;0.466;7
4502;From Time;Nothing Was The Same;Drake;2013-01-01;322160;0;0.692;0.508;0.692;0.487;2.93e-06;0.127;-10.173;0.483;93.886;4;0;0.399;1
4503;Firework;Teenage Dream;Katy Perry;2010-08-30;227893;0;0.638;0.141;0.638;0.832;0.0;0.113;-5.039;0.049;124.071;4;1;0.648;8
4504;Last Christmas;Last Christmas;Carly Rae Jepsen;2015-11-20;212453;0;0.723;0.375;0.723;0.649;5.74e-05;0.367;-4.959;0.0322;105.995;4;1;0.547;2
4505;The Getaway;The Getaway;Red Hot Chili Peppers;2016-06-17;250386;62;0.797;0.0799;0.797;0.642;1.19e-05;0.371;-8.082;0.0725;113.999;4;1;0.667;0
4506;The Life;The Life;Fifth Harmony;2016-03-25;203760;0;0.744;0.184;0.744;0.72;0.0;0.101;-6.432;0.0486;103.987;4;1;0.718;0
4507;Bad Decisions;Dangerous Woman;Ariana Grande;2016-05-20;226426;0;0.699;0.0144;0.699;0.649;0.0;0.266;-5.351;0.0433;131.957;4;0;0.747;4
4508;Touch It;Dangerous Woman;Ariana Grande;2016-05-20;260000;0;0.287;0.0338;0.287;0.7;0.0;0.18;-4.326;0.0499;202.317;4;0;0.33;7
4509;My Favorite Part;My Favorite Part;Mac Miller;2016-09-09;216000;0;0.861;0.627;0.861;0.33;1.93e-06;0.14;-7.194;0.0526;95.016;4;1;0.718;6
4510;Complexion (A Zulu Love);To Pimp A Butterfly;Kendrick Lamar;2015-03-16;263360;57;0.665;0.566;0.665;0.558;4.57e-06;0.219;-7.863;0.303;89.953;4;0;0.37;2
4511;Changes - 1999 Remastered Version;Hunky Dory;David Bowie;1971-12-17;214573;0;0.537;0.357;0.537;0.355;0.0;0.132;-11.241;0.0363;113.994;4;1;0.39;0
4512;Three Empty Words;Three Empty Words;Shawn Mendes;2016-07-28;199013;0;0.574;0.786;0.574;0.411;0.0;0.136;-9.788;0.0299;95.55;4;1;0.533;7
4513;Lord Knows (feat. Tory Lanez);Dreams Worth More Than Money;Meek Mill;2015-06-29;318840;60;0.434;0.0168;0.434;0.695;0.0;0.834;-7.464;0.485;167.309;4;0;0.16;10
4514;Hey Jude - Remastered 2015;1 (Remastered);The Beatles;2000-11-13;425653;0;0.386;0.0112;0.386;0.607;1.38e-05;0.088;-7.7;0.0261;147.207;4;1;0.532;10
4515;Wyclef Jean;JEFFERY;Young Thug;2016-08-26;236293;65;0.863;0.124;0.863;0.576;0.0;0.143;-5.687;0.239;132.054;4;0;0.832;5
4516;TiO;Mind Of Mine (Deluxe Edition);ZAYN;2016-03-25;178693;62;0.618;0.0481;0.618;0.645;0.0;0.228;-5.264;0.0434;97.654;4;0;0.221;1
4517;The Language;Nothing Was The Same (Deluxe);Drake;2013-01-01;224026;0;0.834;0.0103;0.834;0.661;0.0;0.0724;-8.38;0.423;120.182;4;1;0.57;7
4518;A Head Full of Dreams;A Head Full of Dreams;Coldplay;2015-12-04;223773;65;0.449;0.0021;0.449;0.92;0.0167;0.334;-4.982;0.0737;122.984;4;1;0.0772;11
4519;Legacy;The Marshall Mathers LP2;Eminem;2013-11-05;296269;40;0.664;0.276;0.664;0.899;0.0;0.197;-3.711;0.474;164.125;4;0;0.534;9
4520;Winter Wonderland / Don't Worry Be Happy (feat. Tori Kelly);That's Christmas To Me;Pentatonix;2014-10-17;207853;0;0.53;0.274;0.53;0.398;0.0;0.0858;-8.506;0.0523;129.592;4;1;0.717;6
4521;30 Hours;The Life Of Pablo;Kanye West;2016-04-01;323293;0;0.76;0.0393;0.76;0.836;0.0;0.105;-5.922;0.295;94.811;4;1;0.402;7
4522;Influence;Influence;Tove Lo;2016-09-09;224507;0;0.764;0.0964;0.764;0.586;0.000224;0.104;-9.626;0.0506;104.98;4;0;0.336;5
4523;WILD;WILD;Troye Sivan;2016-06-23;219491;0;0.624;0.0983;0.624;0.797;0.0;0.178;-5.04;0.0736;94.005;4;0;0.528;0
4524;Starman - 2012 Remastered Version;The Rise and Fall of Ziggy Stardust and the Spiders from Mars (Remastered Version);David Bowie;1972-06-06;254295;0;0.475;0.149;0.475;0.459;1.43e-06;0.561;-10.261;0.0267;100.113;4;1;0.537;5
4525;Love Me Do - Remastered 2009;Please Please Me (Remastered);The Beatles;1963-03-22;141693;68;0.52;0.386;0.52;0.829;6.2e-05;0.227;-6.228;0.0806;147.997;4;1;0.744;0
4526;Litty (feat. Tory Lanez);DC4;Meek Mill;2016-10-28;280615;63;0.592;0.0451;0.592;0.701;0.0;0.327;-4.014;0.0858;129.501;4;0;0.282;10
4527;Fiction (feat. Tom Odell);Cloud Nine;Kygo;2016-05-13;243946;53;0.72;0.0247;0.72;0.795;0.00194;0.116;-5.523;0.0332;110.038;4;1;0.429;5
4528;rEaR vIeW;Mind Of Mine (Deluxe Edition);ZAYN;2016-03-25;201293;57;0.719;0.611;0.719;0.614;1.4e-05;0.108;-5.354;0.0327;95.988;4;0;0.69;9
4529;Irresistible;Irresistible;Fall Out Boy;2015-01-05;206760;0;0.482;0.0742;0.482;0.926;0.0;0.278;-3.042;0.0973;164.974;4;1;0.416;2
4530;715 - CR∑∑KS;22, A Million;Bon Iver;2016-09-30;132000;55;0.461;0.878;0.461;0.161;0.0;0.17;-11.145;0.405;88.781;3;1;0.353;8
4531;Honest;Illuminate (Deluxe);Shawn Mendes;2016-09-23;199186;0;0.818;0.212;0.818;0.591;0.0;0.0713;-6.322;0.0614;116.948;4;1;0.721;9
4532;44 Bars;Bobby Tarantino;Logic;2016-07-01;182266;62;0.728;0.351;0.728;0.628;0.0;0.198;-8.83;0.319;94.128;4;0;0.313;6
4533;8 (circle);22, A Million;Bon Iver;2016-09-30;309013;56;0.404;0.911;0.404;0.408;0.0512;0.117;-10.77;0.0349;125.004;4;1;0.0723;9
4534;Sometimes;Dangerous Woman;Ariana Grande;2016-05-20;226666;0;0.359;0.09;0.359;0.66;0.0;0.343;-5.396;0.289;79.196;4;0;0.554;1
4535;You Want It Darker;You Want It Darker;Leonard Cohen;2016-10-21;284373;63;0.674;0.613;0.674;0.327;0.199;0.0756;-16.986;0.0574;108.995;4;0;0.494;4
4536;When You Love Someone;First Impressions;James TW;2016-04-15;216373;0;0.68;0.256;0.68;0.446;0.0;0.0515;-6.039;0.0281;125.863;4;1;0.339;7
4537;Thinking Bout You;Dangerous Woman;Ariana Grande;2016-05-20;200400;0;0.51;0.0144;0.51;0.69;0.000276;0.108;-5.991;0.0711;103.025;4;1;0.426;11
4538;Gold;Gold;Imagine Dragons;2014-12-16;216160;0;0.394;0.0769;0.394;0.47;0.00248;0.0692;-6.865;0.0367;165.041;3;0;0.253;9
4539;Fun (feat. Tove Lo);A Head Full of Dreams;Coldplay;2015-12-04;267533;59;0.485;0.271;0.485;0.735;7.49e-06;0.0853;-5.125;0.0354;134.021;4;1;0.216;0
4540;Holy Ghost (feat. Joe Fox);AT.LONG.LAST.A$AP;A$AP Rocky;2015-05-26;191200;57;0.514;0.127;0.514;0.78;0.0;0.349;-6.491;0.198;75.549;4;0;0.331;10
4541;You Ain't Gotta Lie (Momma Said);To Pimp A Butterfly;Kendrick Lamar;2015-03-16;241680;57;0.443;0.455;0.443;0.635;2.07e-05;0.285;-5.404;0.223;93.742;4;0;0.672;11
4542;We All Want The Same Thing;Let The Road;Rixton;2014-01-01;225786;43;0.706;0.111;0.706;0.712;0.0;0.121;-4.819;0.0358;117.007;4;0;0.783;4
4543;666 ʇ;22, A Million;Bon Iver;2016-09-30;252000;54;0.634;0.899;0.634;0.341;0.0309;0.187;-12.356;0.034;110.005;4;0;0.158;1
4544;Music To Watch Boys To;Honeymoon;Lana Del Rey;2015-09-18;290625;0;0.404;0.717;0.404;0.489;0.000331;0.251;-8.049;0.036;131.558;4;0;0.128;1
4545;Crazy Brazy (feat. A$AP Rocky, A$AP Twelvyy & Key!);Cozy Tapes: Vol. 1 Friends -;A$AP Mob;2016-10-31;188853;53;0.755;0.32;0.755;0.629;0.0;0.126;-8.284;0.312;143.083;4;1;0.591;0
4546;Birds;A Head Full of Dreams;Coldplay;2015-12-04;229093;62;0.559;0.000315;0.559;0.841;0.437;0.0816;-5.584;0.0332;105.009;4;1;0.147;0
4547;Sober;Revival (Deluxe);Selena Gomez;2015-10-09;194826;51;0.573;0.171;0.573;0.741;0.0;0.104;-3.22;0.0788;92.021;4;1;0.526;9
4548;Help! - Remastered 2009;Help! (Remastered);The Beatles;1965-08-06;139560;71;0.534;0.188;0.534;0.725;0.0;0.0994;-7.576;0.0332;95.003;4;0;0.763;6
4549;Random;When It's Dark Out;G-Eazy;2015-12-04;180333;58;0.603;0.00353;0.603;0.783;0.0;0.216;-6.891;0.138;87.154;4;1;0.182;9
4550;Guwop Home (feat. Young Thug);Everybody Looking;Gucci Mane;2016-07-22;222360;42;0.851;0.219;0.851;0.536;0.0;0.127;-5.026;0.0657;130.005;4;1;0.186;1
4551;Hey Girl;Joanne (Deluxe);Lady Gaga;2016-10-21;255413;0;0.753;0.0516;0.753;0.461;5.15e-06;0.0668;-7.898;0.0406;138.048;4;1;0.586;10
4552;Solo;Blonde;Frank Ocean;2016-08-20;257380;0;0.441;0.852;0.441;0.288;2.86e-06;0.161;-10.627;0.0372;126.403;4;0;0.247;5
4553;Jump Out the Face (feat. Future);Dreams Worth More Than Money;Meek Mill;2015-06-29;161906;55;0.699;0.0411;0.699;0.543;1.26e-06;0.178;-8.879;0.138;130.064;4;1;0.14;0
4554;Chill Bill REMIX (feat. D.R.A.M., Denzel Curry & Cousin Stizz);Chill Bill REMIX (feat. D.R.A.M., Denzel Curry & Cousin Stizz);Rob $tone;2016-08-26;242652;56;0.828;0.0336;0.828;0.49;2.71e-05;0.0867;-9.278;0.0593;107.968;4;1;0.279;11
4555;All You Need Is Love - Remastered;Magical Mystery Tour (Remastered);The Beatles;1967-11-27;230386;0;0.4;0.346;0.4;0.48;3.1e-05;0.155;-7.768;0.0295;103.436;4;1;0.653;7
4556;MY PYT;MY PYT;Wale;2016-05-20;235652;51;0.563;0.0298;0.563;0.414;0.0;0.0854;-11.409;0.37;193.549;4;1;0.446;0
4557;Don't Threaten Me with a Good Time;Death of a Bachelor;Panic! At The Disco;2016-01-15;213093;70;0.559;0.0154;0.559;0.895;0.0;0.175;-4.476;0.0832;183.825;4;0;0.59;1
4558;Headlights;The Marshall Mathers LP2;Eminem;2013-11-05;343032;0;0.699;0.168;0.699;0.774;0.0;0.851;-4.031;0.15;146.782;4;1;0.474;11
4559;Bang Bang;Bang Bang;Green Day;2016-08-11;205440;0;0.503;0.000359;0.503;0.984;2.18e-06;0.409;-1.65;0.112;127.484;4;1;0.368;9
4560;December;Christmas & Chill;Ariana Grande;2015-12-18;116266;47;0.71;0.492;0.71;0.396;0.0;0.221;-11.247;0.0843;89.941;4;0;0.63;11
4561;When We Dig for Gold In the USA;Så mycket bättre 5 - Orups dag;Various Artists;2014-10-26;236880;0;0.252;0.0413;0.252;0.635;3.23e-06;0.162;-7.36;0.0373;113.759;4;0;0.264;9
4562;"Sledgehammer - From The Motion Picture ""Star Trek Beyond""";"Sledgehammer (From The Motion Picture ""Star Trek Beyond"")";Rihanna;2016-06-27;211400;0;0.364;0.495;0.364;0.824;0.0;0.26;-3.099;0.107;131.451;4;1;0.433;10
4563;She's Out Of Her Mind;California;blink-182;2016-07-01;162720;61;0.447;0.00448;0.447;0.967;0.0;0.487;-2.706;0.0793;179.991;4;1;0.606;0
4564;Fine Whine (feat. Joe Fox, Future & M.I.A.);AT.LONG.LAST.A$AP;A$AP Rocky;2015-05-26;218546;56;0.43;0.117;0.43;0.522;0.31;0.952;-10.372;0.0768;113.807;4;1;0.087;1
4565;BoRdErSz;Mind Of Mine (Deluxe Edition);ZAYN;2016-03-25;239200;57;0.627;0.377;0.627;0.442;0.0319;0.0984;-9.048;0.134;91.008;4;1;0.328;7
4566;Standing in the Rain (with Mark Ronson & Dan Auerbach);Suicide Squad: The Album;Various Artists;2016-08-05;202144;55;0.642;0.0168;0.642;0.901;1.97e-06;0.0887;-3.688;0.0773;100.039;4;0;0.352;1
4567;Home;Perfect - EP;One Direction;2015-10-22;194906;0;0.42;0.0115;0.42;0.867;0.0;0.0851;-5.397;0.0859;78.814;4;1;0.628;9
4568;Psycho;Psycho;Muse;2015-03-12;316717;0;0.555;0.00114;0.555;0.883;0.041;0.868;-3.426;0.0341;125.02;4;1;0.507;2
4569;Back Where I Belong (feat. Avicii);Back Where I Belong (feat. Avicii);Otto Knows;2016-06-03;174202;55;0.497;0.0306;0.497;0.865;0.0679;0.443;-3.19;0.0644;125.96;4;1;0.595;0
4570;Nede Mette;Nede Mette;Blak;2016-04-15;190373;0;0.777;0.487;0.777;0.655;0.0;0.1;-5.662;0.0418;98.027;4;1;0.862;6
4571;Everywhere I Go (Kings and Queens);Everywhere I Go (Kings and Queens) - Single;New Politics;2014-09-30;206902;0;0.478;0.061;0.478;0.974;2.44e-05;0.392;-3.538;0.262;163.954;4;1;0.551;4
4572;23;23;Mike WiLL Made-It;2013-01-01;252080;42;0.857;0.000307;0.857;0.605;1.54e-05;0.112;-5.264;0.0714;140.027;4;1;0.323;9
4573;Alaska;Alaska;Maggie Rogers;2016-06-17;188717;0;0.853;0.416;0.853;0.353;0.00614;0.0987;-12.146;0.043;103.989;4;0;0.141;9
4574;Cleopatra;Cleopatra;The Lumineers;2016-04-08;201413;0;0.536;0.27;0.536;0.762;0.000121;0.0957;-6.749;0.0427;151.353;4;1;0.43;8
4575;Hate The Way (feat. blackbear);Hate The Way (feat. blackbear);G-Eazy;2020-10-16;214363;71;0.569;0.0673;0.569;0.865;0.0;0.312;-3.844;0.266;82.011;4;0;0.361;4
4576;This Christmas;This Christmas;Chris Brown;2007-11-28;197560;0;0.407;0.384;0.407;0.647;0.0;0.0862;-6.031;0.125;88.061;1;0;0.398;7
4577;I'm In Control;I'm In Control;AlunaGeorge;2016-01-21;209425;0;0.734;0.355;0.734;0.847;0.000144;0.154;-3.713;0.0346;104.013;4;0;0.673;11
4578;Love Me;Love Me;The 1975;2015-10-09;222685;33;0.634;0.00817;0.634;0.805;1.65e-05;0.134;-3.129;0.0376;97.002;4;0;0.902;10
4579;Kizunguzungu;Kizunguzungu;SaRaha;2016-02-20;184506;43;0.796;0.134;0.796;0.883;0.0;0.233;-4.22;0.168;129.989;4;1;0.751;1
4580;Revival;Revival (Deluxe);Selena Gomez;2015-10-09;246400;43;0.684;0.128;0.684;0.732;0.0;0.184;-4.966;0.0862;124.888;4;0;0.527;1
4581;Burnin' It Down;Burnin' It Down;Jason Aldean;2014-07-22;222447;0;0.681;0.353;0.681;0.778;8.89e-06;0.108;-6.816;0.0488;135.91;4;1;0.638;6
4582;Nothing Like This;Nothing Like This;Blonde;2016-03-04;183645;52;0.724;0.1;0.724;0.846;0.0;0.054;-4.683;0.0373;124.006;4;0;0.945;8
4583;One Of Them (feat. Big Sean);When It's Dark Out;G-Eazy;2015-12-04;199520;51;0.597;0.00268;0.597;0.724;0.0;0.111;-7.764;0.0487;110.016;4;1;0.325;2
4584;Lost And Found;Lost And Found;Ellie Goulding;2015-10-23;216877;0;0.562;0.00193;0.562;0.832;8.49e-06;0.0882;-6.19;0.0328;137.001;4;0;0.635;9
4585;James Joint;ANTI;Rihanna;2016-01-28;72080;0;0.399;0.66;0.399;0.203;0.000163;0.27;-11.649;0.0298;134.202;4;1;0.405;4
4586;I Want To Hold Your Hand - Remastered 2015;1 (Remastered);The Beatles;2000-11-13;145746;1;0.49;0.386;0.49;0.715;0.0;0.311;-5.549;0.0476;130.726;4;1;0.866;7
4587;Jukebox Joints (feat. Joe Fox & Kanye West);AT.LONG.LAST.A$AP;A$AP Rocky;2015-05-26;323960;63;0.284;0.302;0.284;0.803;0.0;0.242;-5.293;0.173;67.536;4;0;0.553;2
4588;Freak Of The Week;The Long Way Home (Deluxe);Krept & Konan;2015-04-13;225060;0;0.759;0.0164;0.759;0.564;0.0;0.241;-6.873;0.263;94.996;4;0;0.475;11
4589;Girl Loves Me;Blackstar;David Bowie;2016-01-08;291946;43;0.699;0.28;0.699;0.579;0.000222;0.285;-7.633;0.0536;137.059;4;0;0.339;10
4590;Save Me;Save Me;Wiktoria;2016-02-28;178906;0;0.685;0.0311;0.685;0.552;0.0;0.233;-6.771;0.032;126.96;4;0;0.358;6
